procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  1      0 7560600   2160  57540    0    0     1     3   12    8  1  0 99  0
 0  0      0 7559684    640  52088    0    0  4476  3480 1656 1674  0  3 95  2
 1  1      0 7559936    400  52612    0    0  3460  2560 1215 1558  1  2 96  1
 1  0      0 7560100    380  52288    0    0  3116  3372 1390 1631  1  2 96  0
 1  0      0 7551900    384  60492    0    0  2712  2552 3302 1514  0  3 95  2
 0  0      0 7551156    380  60500    0    0  2708  2548 6024 1542  0  3 94  2
 0  0      0 7551448    376  60524    0    0  2684  2544 1159 1466  0  2 96  1
 1  0      0 7551612    340  60224    0    0  3204  2584 1213 1596  1  3 96  1
 0  0      0 7551324    372  60488    0    0  3028  3404 1445 1969  1  2 96  1
 0  0      0 7551480    380  60480    0    0  3616  3368 1599 1879  1  3 95  2
 0  0      0 7551728    368  60308    0    0  2700  2572 1304 1752  1  2 96  1
 1  0      0 7543012    384  68424    0    0  2664  2556 7799 2169  0  4 92  4
 0  0      0 7542792    356  68584    0    0  3568  3368 1347 1728  1  4 94  1
 0  0      0 7542884    396  68644    0    0  4548  2556 1517 1535  0  2 96  1
 0  0      0 7543264    384  68712    0    0  2708  2576 1179 1598  2  2 96  0
 0  0      0 7535108    392  76616    0    0  2708  2544 8512 2579  1  4 90  5
 0  0      0 7534848    372  76896    0    0  3520  3376 1400 1722  1  3 95  1
 1  0      0 7535076    400  76492    0    0  2696  2576 1120 1464  1  3 96  0
 0  0      0 7535044    372  76884    0    0  3560  3380 1575 1745  1  2 95  1
 0  0      0 7535176    384  76868    0    0  2708  2580 1089 1460  1  3 95  1
 0  1      0 7534928    372  77108    0    0  3148  2536 1144 1502  1  2 96  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 7535376    376  76744    0    0  3124  3380 1519 1656  1  3 95  2
 0  0      0 7535432    384  76888    0    0  2688  2584 1218 1767  1  2 96  1
 1  0      0 7535068    388  76904    0    0  2940  2548 1144 1518  0  3 96  0
 1  0      0 7535324    364  76900    0    0  3272  3368 1543 1933  0  4 95  1
 0  0      0 7534904    376  76868    0    0  3580  3400 1631 1788  1  3 94  2
 0  0      0 7534904    380  76632    0    0  2692  2548 1118 1413  0  2 96  1
 0  0      0 7534928    400  76984    0    0  4900  2556 1789 1593  0  3 95  2
 0  0      0 7535192    384  76660    0    0  2708  2548 1134 1448  1  2 96  1
 0  1      0 7535068    388  77148    0    0  3092  2572 1220 1509  1  3 96  0
 0  0      0 7535300    380  76868    0    0  2468  2556 1182 1386  1  3 95  2
