procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0      0 7498300   3008  77552    0    0     1     7   13    8  1  0 99  0
 2  1      0 7477328   3052  90128    0    0  3168  6040 2917 3004  2  5 91  1
 1  0      0 7462992   3072 104156    0    0  2908  5000 3656 2725  2  6 91  2
 0  0      0 7458612   3096 108464    0    0  3480  6000 2228 3069  2  7 90  2
 0  0      0 7454016   3132 112644    0    0  3364  6080 2192 2996  2  7 91  0
 1  0      0 7450056   3156 116640    0    0  4080  6000 2411 3318  1  8 91  0
 1  0      0 7446676   3188 119848    0    0  3388 16152 2265 2935  2  4 91  2
 0  0      0 7442568   3216 123900    0    0  3928  6000 2347 3265  2  5 92  1
 0  0      0 7438476   3240 127904    0    0  3668  6000 2263 3143  2  6 91  1
 1  0      0 7434020   3272 131992    0    0  4044  6036 2351 3322  3  6 91  1
 1  1      0 7432464   3300 133436    0    0  4156  6000 4790 3397  2  7 88  2
 0  0      0 7418252   3328 147420    0    0  3208 14932 2550 2905  2  5 91  2
 0  0      0 7414308   3356 151536    0    0  3780  6000 2251 3173  2  5 92  1
 0  0      0 7410596   3380 155352    0    0  4512  6000 2526 3540  1  6 92  1
 1  0      0 7409564   3412 155788    0    0  4148  6036 2394 3387  1  7 91  1
 0  0      0 7394044   3436 170820    0    0  3440  5000 10125 5607  1  9 86  4
 1  0      0 7390248   3468 174708    0    0  4128 15268 2715 3431  2  6 91  1
 0  0      0 7386528   3492 178512    0    0  4388  6000 2472 3477  2  6 92  0
