date,mode,size,count,ss_span,fs,before_img_size,after_img_size,diff_img_size,mean_write_bw
2024-12-27_21-06-24,seq,500k,100,200,ext3,176196,176700,504,261270169.600000
2024-12-27_21-06-24,seq,1000k,100,200,ext3,176196,177200,1004,339388805.120000
2024-12-27_21-06-24,seq,2000k,100,200,ext3,176196,178200,2004,450597130.240000
2024-12-27_21-06-24,seq,4000k,100,200,ext3,176196,180200,4004,1914018805.760000
